session_name,date,question,response
Pre-process data as you import it,2026-05-05,improved,"Nothing, I enjoyed it"
Pre-process data as you import it,2026-05-05,improved,Quite basic but nice that we are all on the same page. You could consider to include more variations in reading in other datafiles.
Pre-process data as you import it,2026-05-05,improved,"The classroom where the session took place made it hard to follow, as from some seats reading the screen was very difficult."
Pre-process data as you import it,2026-05-05,improved,"The exercise was not really necessary, it could perhaps be updated where we could try other arguments than the ones we already used together"
Pre-process data as you import it,2026-05-05,improved,The introduction felt a bit long as someone who have been at the introductory course. But i am sure it was nice for those who did not participate in the introductory course
Pre-process data as you import it,2026-05-05,improved,can't think of anything
Pre-process data as you import it,2026-05-05,improved,it went very fast during code along when git/ github was explained:-)
Pre-process data as you import it,2026-05-05,improved,might a bit to repetitive with the coding to import data
Pre-process data as you import it,2026-05-05,improved,nothing so far
Pre-process data as you import it,2026-05-05,improved,regarding the content not much. for the room maybe a better way to see the screen. when u are sitting in the back it can be hard to see the button line
Pre-process data as you import it,2026-05-05,improved,too much time for some of the exercises
Pre-process data as you import it,2026-05-05,worked well,Both the code along and guidance when problems occured. And I liked the reading and the teachers recap of the most important stuff from the reading task. And the option to the task with the person sitting next to me. It was a good session.
Pre-process data as you import it,2026-05-05,worked well,Code-along nice
Pre-process data as you import it,2026-05-05,worked well,"Code-alongs, tempo was good, easy to understand,"
Pre-process data as you import it,2026-05-05,worked well,"Coding along, sticky hats, great opportunity for healp. Good teacker, spoke loud and easy to understand."
Pre-process data as you import it,2026-05-05,worked well,"Hats, different people doing the talking, sitting next to someone you don't know, mix of materials - listening, reading, coding, discussion. Nice to be at a course where everything is this thought through."
Pre-process data as you import it,2026-05-05,worked well,I liked the combination of code along and exercises
Pre-process data as you import it,2026-05-05,worked well,Introduction as well as reflection on why we do what + code along
Pre-process data as you import it,2026-05-05,worked well,It all worked well - love to code-along part
Pre-process data as you import it,2026-05-05,worked well,"It was really well taught, with really clear exercises and instructions."
Pre-process data as you import it,2026-05-05,worked well,"It worked great everything, slow speech and it was easy to follow"
Pre-process data as you import it,2026-05-05,worked well,"Most, except r3"
Pre-process data as you import it,2026-05-05,worked well,Nice to code-along and to have enough time to read and then afterwards it is repeated by the teacher
Pre-process data as you import it,2026-05-05,worked well,Super nice with instructions on the webpage!
Pre-process data as you import it,2026-05-05,worked well,"The ""show and tell"" approach"
Pre-process data as you import it,2026-05-05,worked well,The code along with the hats. That you get to try it yourself as well.
Pre-process data as you import it,2026-05-05,worked well,The code-along was great.
Pre-process data as you import it,2026-05-05,worked well,The code-along was nice
Pre-process data as you import it,2026-05-05,worked well,"The mix of lecture, type along and excersice"
Pre-process data as you import it,2026-05-05,worked well,"The speed. Not too fast, having time to recall everything from the intro course."
Pre-process data as you import it,2026-05-05,worked well,"The tempo for this lecture was perfect, so it was easy to type alllong and listening, while also having the chance to ask all sorts of clarifying questions. Again, like with the introductory course, I really like the pedagogically aproach with the hats."
Pre-process data as you import it,2026-05-05,worked well,code a long
Pre-process data as you import it,2026-05-05,worked well,"code along, webpage"
Pre-process data as you import it,2026-05-05,worked well,good introduction and it worked well with the hands-on exercise
Pre-process data as you import it,2026-05-05,worked well,"mix of reading, code-along, and exercise"
Pre-process data as you import it,2026-05-05,worked well,the code along and the efficient help when I needed it
Pre-process data as you import it,2026-05-05,worked well,the exercise were nice to test if you could preformed what we learned
Pre-process data as you import it,2026-05-05,worked well,"type along, pleanty of time for reading sessions"
Pre-process data as you import it,2026-05-05,worked well,"very detailed, was easy to follow and useful"
Pre-process data as you import it,2026-05-05,worked well,"very nice explanations in code along sessionenganging talk in the beginning nice ""stretching leg"" activityI had nice help to understand difference between commit to git/ push to github"
Processing strings with regular expressions,2026-05-06,improved,A little more description for the exercise.
Processing strings with regular expressions,2026-05-06,improved,Cool ses'
Processing strings with regular expressions,2026-05-06,improved,Don't know
Processing strings with regular expressions,2026-05-06,improved,Functions still seems a bit hard - maybe spend more time on the fuction topic prior to this?
Processing strings with regular expressions,2026-05-06,improved,"I liked it, nothing!"
Processing strings with regular expressions,2026-05-06,improved,It could be nice with an exercise to use regex (and not only extra)
Processing strings with regular expressions,2026-05-06,improved,"It this point I feel a bit lost when doing the tasks, but the helpers again are great to help me get up to speed. Maybe I need a brush up of how to make functions at this point."
Processing strings with regular expressions,2026-05-06,improved,Maybe a couple of more examples would be nice
Processing strings with regular expressions,2026-05-06,improved,My learning document is getting increasingly messy - maby we could have some tips in plenum on how to clean it?
Processing strings with regular expressions,2026-05-06,improved,None for this.
Processing strings with regular expressions,2026-05-06,improved,"Not sure, it was good."
Processing strings with regular expressions,2026-05-06,improved,Nothing specific
Processing strings with regular expressions,2026-05-06,improved,"To do more examples or at least have to use other commands on the exercise part, not just what we have learned during the session"
Processing strings with regular expressions,2026-05-06,improved,Walkthrough of the exercises!
Processing strings with regular expressions,2026-05-06,improved,donno
Processing strings with regular expressions,2026-05-06,improved,"maybe in a brief talk about the exercise in class, because it was a bit difficult"
Processing strings with regular expressions,2026-05-06,improved,more exercises with regex
Processing strings with regular expressions,2026-05-06,improved,no comment for this session
Processing strings with regular expressions,2026-05-06,improved,not much
Processing strings with regular expressions,2026-05-06,improved,nothing so far
Processing strings with regular expressions,2026-05-06,improved,noting
Processing strings with regular expressions,2026-05-06,improved,would be nice to go through multiple solutions for writing the regular expression
Processing strings with regular expressions,2026-05-06,worked well,Co-along and the extra exercises
Processing strings with regular expressions,2026-05-06,worked well,Code a long
Processing strings with regular expressions,2026-05-06,worked well,Code along. Good exercises
Processing strings with regular expressions,2026-05-06,worked well,Doing it along the way
Processing strings with regular expressions,2026-05-06,worked well,"Everything is good :-) Great teachers, good help, appropriate amount of time for the exercises."
Processing strings with regular expressions,2026-05-06,worked well,Exercise and code-along were great
Processing strings with regular expressions,2026-05-06,worked well,Good explanation and relevant
Processing strings with regular expressions,2026-05-06,worked well,Good time for trial-and-error exercises
Processing strings with regular expressions,2026-05-06,worked well,I like the exercises
Processing strings with regular expressions,2026-05-06,worked well,I really enjoyed this session as it was very easy to follow and to actually be able to do the exercises later
Processing strings with regular expressions,2026-05-06,worked well,I think in general it worked really well with good explanations
Processing strings with regular expressions,2026-05-06,worked well,I think it is nice being able to identify stuff in a data frame and in a string
Processing strings with regular expressions,2026-05-06,worked well,"It all worked well, there wasn't too much explanation for the exercise, so it was a bit hard to tag along in the beginning, but good you gays were here to help"
Processing strings with regular expressions,2026-05-06,worked well,"It it nice to practice making functions, as I realize this is the way to work with large dataset"
Processing strings with regular expressions,2026-05-06,worked well,Long time for the exersise
Processing strings with regular expressions,2026-05-06,worked well,Nice exercise with repetitions on how to make a function from code we build together
Processing strings with regular expressions,2026-05-06,worked well,"Nice progress, excellent extra exercise that needs trial and error"
Processing strings with regular expressions,2026-05-06,worked well,"Pacing of excercises, much better than morning session"
Processing strings with regular expressions,2026-05-06,worked well,"Regular expressions seem difficult, but were taught in a good way."
Processing strings with regular expressions,2026-05-06,worked well,Still enjoy the hands-on-exercises.
Processing strings with regular expressions,2026-05-06,worked well,"Very nice function in R, great to learn about and the teacher did a very good job."
Processing strings with regular expressions,2026-05-06,worked well,"Very nice session, I really liked it, i wasnt familiar with the stringr package"
Processing strings with regular expressions,2026-05-06,worked well,"code along. Good exercises, nice to try and build many functions. Nice extra exercise"
Processing strings with regular expressions,2026-05-06,worked well,extra exercise was good
Processing strings with regular expressions,2026-05-06,worked well,good explaination and nice exercise
Processing strings with regular expressions,2026-05-06,worked well,having to look up documentation for a package on our own was quite learningful
Processing strings with regular expressions,2026-05-06,worked well,"well structured, easy to follow"
Team project work,2026-05-07,improved,Emphasizing that we did not need to focus on the best scientific way to investigate the research questions. We used probably too much time going over the reasonable scientific way to sum results.
Team project work,2026-05-07,improved,I could easily have spent a little more time working on it.
Team project work,2026-05-07,improved,I felt a lost and lost courage. now i'm worried going home and doing R myself because I feel like I can't do anything.
Team project work,2026-05-07,improved,I think maybe the exercise/assignments could be a bit more clear and specific to make it easier to get going
Team project work,2026-05-07,improved,"I was a bit confused over what we actually should do with the data, i think me and my buddy used a lot of time just looking at the data and understanding it. I think it would be an advantages if you went through the data and maybe some basic stuff you could do or give more time for the workshop so you really had time to work with the data."
Team project work,2026-05-07,improved,"It felt like too short time, as we only managed to do very little (we only finished importing of data)"
Team project work,2026-05-07,improved,Maybe introduce a bit on the workflow for using github as teams. We got a lot of merge conflicts. :D
Team project work,2026-05-07,improved,"Maybe some hints that you could open up, if (read: when) you are in trouble :-)"
Team project work,2026-05-07,improved,"Maybe the task could have been a bit more specific in what steps to do. E.g. start with cleaning X, get ID in Y files, etc. In my group i think we ended up confusing our selves which ended up with a lot of time not well spend. However it was also a good learning experience."
Team project work,2026-05-07,improved,"Maybe you could do a couple of ""check-ins"" during the team work to ensure that everyone was moving forward..?"
Team project work,2026-05-07,improved,More time :-)
Team project work,2026-05-07,improved,More time for team assignment
Team project work,2026-05-07,improved,More time for this so we can complete the exercise
Team project work,2026-05-07,improved,No idea for improvements:)
Team project work,2026-05-07,improved,Tbh I would love if this was a bigger part of the course or if we could get the data earlier so if u finish an exercise quickly you could already start making some thoughts about it and apply it while learning
Team project work,2026-05-07,improved,To have some more time to be able to finish the project
Team project work,2026-05-07,improved,Very difficult. Maybe the exercise should be reduced to be less complex. Could be usefull if the teachers could go over what we have done through the course:-)
Team project work,2026-05-07,improved,"We needed a bit more introduction and some small hints to what parts of the code we made earlier we were to revisit. It would also have been nice if you would introduce us to a good way of working in pairs, e.g. say that we should make a list of things to do and then divide it between us. We also ended up spending a lot of time with Git issues which was a shame."
Team project work,2026-05-07,improved,a cheat sheet or solution page
Team project work,2026-05-07,improved,"better description on data alignments, and perhaps shorter exercise, and more detailed description of the steps"
Team project work,2026-05-07,improved,"difficult to get acquainted with the data and work with it in such a short time. this session could be useful if we had more time, or extended the work with the original (nurses-stress) dataset"
Team project work,2026-05-07,improved,difficult to recall everything and be able to do it on your own
Team project work,2026-05-07,improved,i think it would be nice to be 3 in a group.
Team project work,2026-05-07,improved,more cake idk?
Team project work,2026-05-07,improved,"to little time, actually very difficult to get going and do the task"
Team project work,2026-05-07,worked well,Good idea with a workshop where we apply what we learned
Team project work,2026-05-07,worked well,"Good to be able to practise, what we learned. Great that we were two working together."
Team project work,2026-05-07,worked well,I liked that we had to think more ourselfes
Team project work,2026-05-07,worked well,I love that we can talk about it and help each other during the workshop.
Team project work,2026-05-07,worked well,I really enjoy that we get a chance to apply what we have learned through the course.
Team project work,2026-05-07,worked well,"I really enjoyed this session, as it helps you really understand what you have learned during the course and how to do it when you are doing it with your own data. Its very nice to actually do it in a team as you then have the opportunity to discuss issues together and learn from your team mate."
Team project work,2026-05-07,worked well,In the end we really started having a good flow and progressing fast
Team project work,2026-05-07,worked well,It is nice to work with the function as we have learned
Team project work,2026-05-07,worked well,It was fun to try to work with you own data
Team project work,2026-05-07,worked well,"It was really nice to get to try to work with everything that we have learned. And I actually feel like i have learned something, even though it definitely requires that I spent a lot of time working with R when I get home."
Team project work,2026-05-07,worked well,"It was so good to work with Clara, to experience that we both found it difficult and challenging. Very impressed with the teacher who were all able to help us even though the different groups were doing different things and having different questions."
Team project work,2026-05-07,worked well,Nice to sit with data on your own
Team project work,2026-05-07,worked well,Nice way to sum up what we have learned
Team project work,2026-05-07,worked well,Not really much
Team project work,2026-05-07,worked well,Quite tough
Team project work,2026-05-07,worked well,Really fun working on your own and try to apply all the knowledge we have gotten through the course
Team project work,2026-05-07,worked well,The fact that it exists.
Team project work,2026-05-07,worked well,"The task was good, although very difficult for me"
Team project work,2026-05-07,worked well,"Tying all the curriculum together and having to remember which functions we've used. It was super nice to be able to copy and modify functions we'd already made during the course sessions. It worked very well as a 'toolbox' during the project work, so we didn't have to make up completely new things. Also very nice to have someone to discuss and troubleshoot with! It's also very good learning having to find a solution, which can be done in multiple ways - it's interesting and inspiring to get another person's input."
Team project work,2026-05-07,worked well,"Was nice with some time to try all the stuff we've learned ourselves, to see how well we actually have understood it."
Team project work,2026-05-07,worked well,What worked well was the opportunity to draw similarities from prior workshops to our groupwork and see how prior work could be utilised.   It also worked well to have a small problem that we had to plan how we would handle and then work stepwise forward including the possibility to work together.
Team project work,2026-05-07,worked well,Worked really well. But times fly. :D We tried.
Team project work,2026-05-07,worked well,nice opportunity to apply all of the skills we learned
Team project work,2026-05-07,worked well,to be able to work with what we learned
Team project work,2026-05-07,worked well,"useful to put our learning into practice, enjoyed the process"
Using split-apply-combine to help in processing,2026-05-06,improved,A bit slow tempo
Using split-apply-combine to help in processing,2026-05-06,improved,"A general thing - perhaps more breaks and shorter sessions, especially during the afternoon sessions."
Using split-apply-combine to help in processing,2026-05-06,improved,Don't know
Using split-apply-combine to help in processing,2026-05-06,improved,I think the session could be speed up a bit
Using split-apply-combine to help in processing,2026-05-06,improved,I think this session could have had a higher pace during the code along
Using split-apply-combine to help in processing,2026-05-06,improved,It gets harder and harder  :-D
Using split-apply-combine to help in processing,2026-05-06,improved,It went a bit slow in the beginning
Using split-apply-combine to help in processing,2026-05-06,improved,Maybe some parts of the session could be done a bit faster
Using split-apply-combine to help in processing,2026-05-06,improved,"Nothing, good exercises"
Using split-apply-combine to help in processing,2026-05-06,improved,Nothing.
Using split-apply-combine to help in processing,2026-05-06,improved,Nothing. It was a very very helpful session.
Using split-apply-combine to help in processing,2026-05-06,improved,We could have worked more directly with the splitting and combinging as shown on the diagram
Using split-apply-combine to help in processing,2026-05-06,improved,"difficult to follow along the coding, missed more details on why, not just how. A bit to many things within this session"
Using split-apply-combine to help in processing,2026-05-06,improved,donno
Using split-apply-combine to help in processing,2026-05-06,improved,i have no comment
Using split-apply-combine to help in processing,2026-05-06,improved,ingenting
Using split-apply-combine to help in processing,2026-05-06,improved,not sure
Using split-apply-combine to help in processing,2026-05-06,improved,see above
Using split-apply-combine to help in processing,2026-05-06,improved,the session felt very long
Using split-apply-combine to help in processing,2026-05-06,improved,"went a bit slow, could have been going in a bit higher pace"
Using split-apply-combine to help in processing,2026-05-06,worked well,"Det var godt at have lang tid til at side med det selv, for det gav mig nogle problemer, som var gode at få hjælp til at få styr på. Dejligt med en pause midtvejs. Dejligt at Anders forklarer ting, vi ikke rigtig behøver at vide meget kort og gør det tydeligt at det er en detaljegrad vi ikke behøver have styr på. Meget visuel session med hele tiden at se de nye tabeller, vi laver. Det fungerede godt."
Using split-apply-combine to help in processing,2026-05-06,worked well,Everything worked for me
Using split-apply-combine to help in processing,2026-05-06,worked well,Exercises
Using split-apply-combine to help in processing,2026-05-06,worked well,Good code along. Nice with extra exercises and the repeated use of functions and arguments.
Using split-apply-combine to help in processing,2026-05-06,worked well,Good pace
Using split-apply-combine to help in processing,2026-05-06,worked well,"Good session! Nice with the exersice regarding the cleaning file, here it startet to make really good sense with the functions."
Using split-apply-combine to help in processing,2026-05-06,worked well,"Good slow explanation, a lot of usefull tips"
Using split-apply-combine to help in processing,2026-05-06,worked well,Great!
Using split-apply-combine to help in processing,2026-05-06,worked well,I think everything worked well
Using split-apply-combine to help in processing,2026-05-06,worked well,It was all good
Using split-apply-combine to help in processing,2026-05-06,worked well,"It was very well explained and very easy to see how it can be useful later on when working on our own projects. Also, it was very useful to strenghten our function skills and understanding."
Using split-apply-combine to help in processing,2026-05-06,worked well,Liked the exercise and that there are extra exercises
Using split-apply-combine to help in processing,2026-05-06,worked well,Nice with more time to exercises and practicing
Using split-apply-combine to help in processing,2026-05-06,worked well,Nice with the code along
Using split-apply-combine to help in processing,2026-05-06,worked well,Nice with the extra exercises because this session went a bit slow with a bit too many repetitions
Using split-apply-combine to help in processing,2026-05-06,worked well,The type-along worked great
Using split-apply-combine to help in processing,2026-05-06,worked well,Very good introduction
Using split-apply-combine to help in processing,2026-05-06,worked well,Was nice with some extra exercises (not that I finished - but it's nice to have some extra material to practice!)
Using split-apply-combine to help in processing,2026-05-06,worked well,code a long
Using split-apply-combine to help in processing,2026-05-06,worked well,code along. Extra exercises
Using split-apply-combine to help in processing,2026-05-06,worked well,easy to follow instructions in exercises
Using split-apply-combine to help in processing,2026-05-06,worked well,"everything was perfect, easy to follow"
Using split-apply-combine to help in processing,2026-05-06,worked well,exercise
Using split-apply-combine to help in processing,2026-05-06,worked well,good exercises and really good explaination in class
Using split-apply-combine to help in processing,2026-05-06,worked well,lots of exercises were nice
Using split-apply-combine to help in processing,2026-05-06,worked well,"that there is so many teachers/helper, that can help explain stuff that I had a hard time understanding."
